"","DeviceName","Brand","technology","gprs","edge","announced","status","dimensions","weight","sim","type","size","resolution","display_c","card_slot","alert_types","loudspeaker_","wlan","bluetooth","gps","radio","usb","messaging","browser","java","features_c","battery_c","stand_by","talk_time","colors","sar_us","sar_eu","sensors","cpu","internal_memory","ram_memory","os","body_c","primary_","video","secondary","speed","network_c","chipset","features","music_play","protection","gpu","multitouch","loudspeaker","audio_quality","nfc","camera","display","performance","_2g_bands","_3_5mm_jack_","_3g_bands","_4g_bands","sound_c","camera_c","infrared_port","build","price","sar","phonebook","call_records","clock","alarm","games","memory_c","keyboard"
"1113","Meizu M5","Meizu","GSM / HSPA / LTE","Yes","Yes","2016, October","Available. Released 2016, November","147.3 x 72.8 x 8.2 mm (5.80 x 2.87 x 0.32 in)","138 g (4.87 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","- Flyme 5.2","microSD, up to 256 GB (uses SIM 2 slot)","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB 2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- MP3/WAV/eAAC+/FLAC player
  - MP4/H.264 player
  - Document editor
  - Photo/video editor","Non-removable 3070 mAh battery",NA,NA,"Mint Green, Glacier White, Champanage Gold, Sapphire Blue, Matte Black",NA,NA,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Octa-core 1.5 GHz Cortex-A53","32 GB"," 2 GB ","Android 6.0 (Marshmallow)",NA,"13 MP, f/2.2, phase detection autofocus, dual-LED (dual tone) flash, check quality","1080p@30fps, check quality","5 MP, f/2.0, 1080p","HSPA, LTE",NA,"Mediatek MT6750","Geo-tagging, touch focus, face detection",NA,NA,"Mali-T860MP2","Yes, up to 5 fingers","  Voice 63dB / Noise 69dB / Ring 82dB    ","  Noise -93.3dB / Crosstalk -92.2dB",NA,"  Photo / Video","  Contrast ratio: 1060:1 (nominal), 2.710 (sunlight)","  Basemark OS II: 846 / Basemark X: 4767","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)",NA,NA,NA,NA,"About 120 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"1114","Meizu M5 Note","Meizu","GSM / HSPA / LTE","Yes","Yes","2016, December","Available. Released 2016, December","153.6 x 75.8 x 8.2 mm (6.05 x 2.98 x 0.32 in)","175 g (6.17 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","- Flyme 5.2","microSD, up to 256 GB (uses SIM 2 slot)","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB 2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- Fast battery charging
  - MP3/WAV/eAAC+/FLAC player
  - MP4/H.264 player
  - Document editor
  - Photo/video editor","Non-removable 4000 mAh battery",NA,NA,"Gray, Silver, Gold, Blue",NA,NA,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","16/64 GB"," 3 GB ","Android 6.0 (Marshmallow)",NA,"13 MP, f/2.2, phase detection autofocus, dual-LED dual-tone flash, check quality","1080p@30fps, check quality","5 MP, f/2.0","HSPA, LTE",NA,"Mediatek MT6755 Helio P10","Geo-tagging, touch focus, face detection",NA,NA,"Mali-T860MP2","Yes","  Voice 65dB / Noise 70dB / Ring 86dB    ","  Noise -93.8dB / Crosstalk -94.1dB","Yes","  Photo / Video","  Contrast ratio: 754:1 (nominal), 2.189 (sunlight)","  Basemark OS II: 944 / Basemark X: 5276","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 900 / 1900 / 2100 "," LTE",NA,NA,NA,NA,"About 190 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"1116","Meizu M5c","Meizu","GSM / HSPA / LTE","Yes","Yes","2017, May","Available. Released 2017, June","144 x 70.5 x 8.3 mm (5.67 x 2.78 x 0.33 in)","135 g (4.76 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","- Flyme 6","microSD, up to 256 GB (uses SIM 2 slot)","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","To be confirmed","microUSB 2.0, USB On-The-Go","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- MP3/WAV/eAAC+/FLAC player
  - MP4/H.264 player
  - Document editor
  - Photo/video editor","Non-removable 3000 mAh battery",NA,NA,"Black, Blue, Red, Gold, Pink",NA,NA,"Accelerometer, gyro (digital), proximity, compass","Quad-core 1.3 GHz Cortex-A53","16 GB"," 2 GB ","Android 6.0 (Marshmallow)",NA,"8 MP, f/2.0, autofocus, dual-LED dual-tone flash","720p@30fps","5 MP, f/2.2","HSPA, LTE",NA,"Mediatek MT6737","Geo-tagging, touch focus, face detection, panorama",NA,NA,"Mali-T720MP1","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)",NA,NA,NA,NA,"About 140 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"1117","ZTE Axon 7 mini","ZTE","GSM / CDMA / HSPA / LTE","Yes","Yes","2016, September","Available. Released 2016, October","147.5 x 71 x 7.8 mm (5.81 x 2.80 x 0.31 in)","153 g (5.40 oz)","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.2 inches (~71.5% screen-to-body ratio)","1080 x 1920 pixels (~423 ppi pixel density)","- MiFavor UI 4.0","microSD, up to 256 GB (uses SIM 2 slot)","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","No","2.0, Type-C 1.0 reversible connector","SMS(threaded view), MMS, Email, Push Email, IM","HTML5","No","- Fast battery charging: 46% in 30 min (Quick Charge 2.0)
  - MP4/H.264 player
  - MP3/WAV/FLAC/eAAC+ player
  - Photo/video editor
  - Document viewer","Non-removable Li-Ion 2705 mAh battery","Up to 270 h (3G)","Up to 15 h (3G)","Ion Gold, Platinum Gray",NA,NA,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","32 GB"," 3 GB ","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",NA,"16 MP, f/1.9, phase detection autofocus, dual-LED flash","1080p@30fps, 720p@120fps","8 MP, f/2.2, 1080p","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800), 41(2500) - USA","Qualcomm MSM8952 Snapdragon 617","Geo-tagging, touch focus, face detection, panorama, HDR",NA,"Corning Gorilla Glass 4","Adreno 405","Yes",NA,NA,"Yes",NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 20(800), 38(2600), 40(2300), 41(2500)","- 32-bit/192kHz audio
  - Dolby Atmos & Dolby Digital Plus audio enhancement
  - Active noise cancellation with dedicated mic",NA,NA,NA,"About 270 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"1118","Meizu m2 note","Meizu","GSM / HSPA / LTE","Yes","Yes","2015, June","Available. Released 2015, June","150.9 x 75.2 x 8.7 mm (5.94 x 2.96 x 0.34 in)","149 g (5.26 oz)","Dual SIM (Nano-SIM, dual stand-by)","IGZO IPS LCD capacitive touchscreen, 16M colors","5.5 inches (~72.8% screen-to-body ratio)","1080 x 1920 pixels (~403 ppi pixel density)","- Flyme 4.5","microSD, up to 128 GB (uses SIM 2 slot)","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB v2.0, USB Host","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- Active noise cancellation with dedicated mic
  - MP3/WAV/eAAC+/FLAC player
  - MP4/H.264 player
  - Document editor
  - Photo/video editor","Non-removable 3100 mAh battery",NA,NA,"Gray, White, Blue, Pink",NA,NA,"Accelerometer, gyro, proximity, compass","Octa-core 1.3 GHz Cortex-A53","16/32 GB"," 2 GB ","Android OS, v5.0 (Lollipop)",NA,"13 MP, f/2.2, autofocus, dual-LED (dual tone) flash","1080p, 1080p@30fps","5 MP, f/2.0, 1/5"" sensor size, 1.12 µm pixel size, 1080p","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps"," TD-SCDMA","Mediatek MT6753","1/3"" sensor size, geo-tagging, touch focus, face detection, HDR, panorama",NA,"Asahi Dragontrail Glass or Dinorex T2X-1 scratch/shock resistant glass","Mali-T720MP3","Yes","  Voice 65dB / Noise 62dB / Ring 75dB",NA,NA,"  Photo / Video",NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","Meizu m2","Meizu","GSM / HSPA / LTE","Yes","Yes","2015, July","Available. Released 2015, July","140.1 x 68.9 x 8.7 mm (5.52 x 2.71 x 0.34 in)","131 g (4.62 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches (~71.4% screen-to-body ratio)","720 x 1280 pixels (~294 ppi pixel density)","- Flyme 4.5","microSD, up to 128 GB (uses SIM 2 slot)","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB v2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- MP3/WAV/eAAC+/FLAC player
  - MP4/H.264 player
  - Document editor
  - Photo/video editor","Non-removable 2500 mAh battery","Up to 680 h","Up to 23 h","Gray, White, Blue, Pink",NA,NA,"Accelerometer, proximity, compass","Quad-core 1.3 GHz Cortex-A53","16 GB"," 2 GB ","Android OS, v5.1 (Lollipop)",NA,"13 MP, f/2.2, autofocus, LED flash","1080p@30fps","5 MP, f/2.0","HSPA, LTE",NA,"Mediatek MT6735","Geo-tagging, touch focus, face detection","Up to 45 h","Asahi Dragontrail Glass","Mali-T720MP2","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 900 / 1900 / 2100 "," LTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","LG Optimus F6","LG","GSM / HSPA / LTE","Class 12","Class 12","2013, August","Available. Released 2013, September","128 x 65.9 x 10.2 mm (5.04 x 2.59 x 0.40 in)","126 g (4.44 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.5 inches (~66.2% screen-to-body ratio)","540 x 960 pixels (~245 ppi pixel density)","- Optimus UI 4.0","microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot, DLNA","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio","microUSB v2.0","SMS (threaded view), MMS, Email, Push Email, IM","HTML","No","- Active noise cancellation with dedicated mic
  - MP4/H.264 player
  - MP3/WAV/eAAC+ player
  - Document viewer
  - Photo editor","Removable Li-Ion 2460 mAh battery","Up to 540 h (2G) / Up to 540 h (3G)","Up to 15 h (2G) / Up to 10 h (3G)","Black, White","  0.98 W/kg (head) &nbsp; &nbsp; 1.28 W/kg (body) &nbsp; &nbsp; ","  0.56 W/kg (head) &nbsp; &nbsp; 0.57 W/kg (body) &nbsp; &nbsp; ","Accelerometer, proximity, compass","Dual-core 1.2 GHz Krait","4 GB"," 1 GB  (D505)","Android OS, v4.1.2 (Jelly Bean)",NA,"5 MP, autofocus, LED flash - LG D5008 MP, autofocus, LED flash - LG D505","1080p@30fps","1.3 MP","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","LTE band 3(1800), 7(2600), 8(900), 20(800) - D505","Qualcomm MSM8930 Snapdragon 400","Geo-tagging, touch focus, face detection, panorama, HDR",NA,"Corning Gorilla Glass 2","Adreno 305","Yes",NA,NA,"Yes",NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 1700 / 1900 / 2100 - D500","LTE band 4(1700/2100), 17(700) - D500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","Coolpad Note 3 Lite","Coolpad","GSM / HSPA / LTE","Yes","Yes","2016, January","Available. Released 2016, January","140.8 x 70.4 x 8.9 mm (5.54 x 2.77 x 0.35 in)","142 g (5.01 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches (~69.5% screen-to-body ratio)","720 x 1280 pixels (~294 ppi pixel density)",NA,"microSD, up to 32 GB (dedicated slot)","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS","Stereo FM radio, recording","microUSB v2.0, USB On-The-Go","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- MP4/H.264 player
  - MP3/eAAC+/WAV player
  - Document viewer
  - Photo/video editor","Non-removable Li-Ion 2500 mAh battery","Up to 200 h","Up to 10 h","Black, White, Champagne white","  0.24 W/kg (head) &nbsp; &nbsp; 0.42 W/kg (body) &nbsp; &nbsp; ","  0.24 W/kg (head) &nbsp; &nbsp; 0.42 W/kg (body) &nbsp; &nbsp; ","Fingerprint, accelerometer, proximity","Quad-core 1.3 GHz Cortex-A53","16 GB"," 3 GB ","Android OS, v5.1 (Lollipop)",NA,"13 MP, f/2.0, autofocus, LED flash","1080p@30fps","5 MP, f/2.4","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",NA,"Mediatek MT6735","Geo-tagging, touch focus, face detection, HDR, panorama",NA,"Scratch-resistant glass","Mali-T720MP2","Yes, up to 5 fingers",NA,NA,NA,NA,NA,NA,"GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","Yes","HSDPA 900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 8(900), 40(2300)","- Active noise cancellation with dedicated mic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","Lenovo A369i","Lenovo","GSM / HSPA","Yes","Yes","2013, Q3","Available. Released 2013, Q3","124 x 64 x 11.7 mm (4.88 x 2.52 x 0.46 in)","120 g (4.23 oz)","Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen","4.0 inches (~57.4% screen-to-body ratio)","480 x 800 pixels (~233 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","v3.0","A-GPS only","FM radio","microUSB v2.0","SMS(threaded view), MMS, Email, Push Mail, IM","HTML","No","- MP4/H.264 player
  - MP3/WAV/eAAC+ player
  - Photo/video editor
  - Document viewer
  - Voice memo/dial","Removable Li-Po 1500 mAh battery","Up to 288 h (2G) / Up to 288 h (3G)","Up to 14 h 30 min (2G) / Up to 8 h (3G)","Black",NA,NA,"Accelerometer, proximity","Dual-core 1.3 GHz Cortex-A7","4 GB"," 512 MB ","Android OS, v4.2.2 (Jelly Bean)",NA,"2 MP","Yes","No","HSPA 7.2/5.76 Mbps",NA,"Mediatek MT6572","Panorama, smile detection",NA,NA,"Mali-400","Yes",NA,NA,NA,NA,NA,NA,"GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","Sony Xperia E3","Sony","GSM / HSPA / LTE","Up to 85.6 kbps","Up to 237 kbps","2014, September","Available. Released 2014, September","137.1 x 69.4 x 8.5 mm (5.40 x 2.73 x 0.33 in)","143.8 g (5.08 oz)","Micro-SIM","IPS capacitive touchscreen, 16M colors","4.5 inches (~58.6% screen-to-body ratio)","480 x 854 pixels (~218 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio with RDS","microUSB v2.0, USB Host","SMS (threaded view), MMS, Email, IM, Push Email","HTML5","No","- ANT+ support
  - Active noise cancellation with dedicated mic
  - MP4/H.264 player
  - MP3/eAAC+/WAV player
  - Document viewer
  - Photo viewer/editor
  - Voice memo/dial","Non-removable Li-Ion 2330 mAh battery","Up to 706 h (2G) / Up to 661 h (3G)","Up to 12 h 20 min (2G) / Up to 8 h 41 min (3G)","Black, White, Yellow, Copper","  0.79 W/kg (head) &nbsp; &nbsp; 1.32 W/kg (body) &nbsp; &nbsp; ","  0.41 W/kg (head) &nbsp; &nbsp; 1.10 W/kg (body) &nbsp; &nbsp; ","Accelerometer, proximity, compass","Quad-core 1.2 GHz Cortex-A7","4 GB"," 1 GB ","Android OS, v4.4.2 (KitKat)",NA,"5 MP, autofocus, LED flash","1080p@30fps","VGA","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","LTE band 4(1700/2100), 7(2600), 17(700) - D2243","Qualcomm MSM8926-2 Snapdragon 400","Geo-tagging, touch focus, face detection, HDR, panorama","Up to 49 h","Shatter proof glass","Adreno 305","Yes, up to 2 fingers",NA,NA,"Yes","  Photo / Video",NA,"  Basemark OS II: 417 / Basemark X: 1577","GSM 850 / 900 / 1800 / 1900 - D2203, D2206, D2243, D2202","Yes","HSDPA 850 / 900 / 2100 - D2203","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800) - D2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","Sony Xperia E3 Dual","Sony","GSM / HSPA","Up to 85.6 kbps","Up to 237 kbps","2014, September","Available. Released 2014, September","137.1 x 69.4 x 8.5 mm (5.40 x 2.73 x 0.33 in)","143.8 g (5.08 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS capacitive touchscreen, 16M colors","4.5 inches (~58.6% screen-to-body ratio)","480 x 854 pixels (~218 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio with RDS","microUSB v2.0, USB Host","SMS (threaded view), MMS, Email, IM, Push Email","HTML5","No","- ANT+ support
  - Active noise cancellation with dedicated mic
  - MP4/H.264 player
  - MP3/eAAC+/WAV player
  - Document viewer
  - Photo/video editor
  - Voice memo/dial","Non-removable Li-Ion 2330 mAh battery","Up to 508 h (2G) / Up to 505 h (3G)","Up to 12 h 20 min (2G) / Up to 8 h 41 min (3G)","Black, White, Yellow, Copper",NA,"  1.07 W/kg (head) &nbsp; &nbsp; 0.96 W/kg (body) &nbsp; &nbsp; ","Accelerometer, proximity, compass","Quad-core 1.2 GHz Cortex-A7","4 GB"," 1 GB ","Android OS, v4.4.2 (KitKat)",NA,"5 MP, autofocus, LED flash","1080p@30fps","VGA","HSPA 21.1/5.76 Mbps",NA,"Qualcomm MSM8226-2 Snapdragon 400","Geo-tagging, touch focus, face detection, HDR, panorama","Up to 49 h","Shatter proof glass","Adreno 305","Yes, up to 2 fingers",NA,NA,"Yes",NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 850 / 900 / 1900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
